PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Finch,10,4,0.4,3346
Afsar Zazai,42,10,0.23809523809523808,3346
Asghar Stanikzai,11,4,0.36363636363636365,3346
BJ Haddin,9,20,2.2222222222222223,3346
DA Warner,136,178,1.3088235294117647,3346
Dawlat Zadran,4,0,0.0,3346
GJ Maxwell,41,88,2.1463414634146343,3346
Hamid Hassan,18,7,0.3888888888888889,3346
JP Faulkner,6,7,1.1666666666666667,3346
Javed Ahmadi,24,13,0.5416666666666666,3346
MR Marsh,9,8,0.8888888888888888,3346
Mohammad Nabi,10,2,0.2,3346
Najibullah Zadran,33,24,0.7272727272727273,3346
Nawroz Mangal,35,33,0.9428571428571428,3346
SPD Smith,99,95,0.9595959595959596,3346
Samiullah Shenwari,33,17,0.5151515151515151,3346
Shapoor Zadran,4,0,0.0,3346
Usman Ghani,22,12,0.5454545454545454,3346
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Alok Kapali,98,115,1.1734693877551021,905
G Gambhir,84,90,1.0714285714285714,905
Mahmudullah,39,26,0.6666666666666666,905
Mohammad Ashraful,26,20,0.7692307692307693,905
Mushfiqur Rahim,35,22,0.6285714285714286,905
Nazimuddin,9,6,0.6666666666666666,905
RG Sharma,23,22,0.9565217391304348,905
RV Uthappa,11,2,0.18181818181818182,905
Raqibul Hasan,35,25,0.7142857142857143,905
SK Raina,113,116,1.0265486725663717,905
Tamim Iqbal,67,55,0.8208955223880597,905
Yuvraj Singh,36,36,1.0,905
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Strauss,2,0,0.0,1361
BB McCullum,39,48,1.2307692307692308,1361
DL Vettori,8,10,1.25,1361
EJG Morgan,40,9,0.225,1361
GD Elliott,11,3,0.2727272727272727,1361
GJ Hopkins,6,2,0.3333333333333333,1361
GP Swann,20,11,0.55,1361
JEC Franklin,6,2,0.3333333333333333,1361
JL Denly,12,5,0.4166666666666667,1361
JM Anderson,18,4,0.2222222222222222,1361
LJ Wright,6,4,0.6666666666666666,1361
LRPL Taylor,3,1,0.3333333333333333,1361
MJ Guptill,56,53,0.9464285714285714,1361
NT Broom,38,17,0.4473684210526316,1361
OA Shah,10,3,0.3,1361
PD Collingwood,60,40,0.6666666666666666,1361
RJ Sidebottom,43,20,0.46511627906976744,1361
RS Bopara,55,30,0.5454545454545454,1361
SCJ Broad,4,1,0.25,1361
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AM Ellis,31,33,1.064516129032258,2220
BB McCullum,3,3,1.0,2220
BRM Taylor,69,58,0.8405797101449275,2220
DAJ Bracewell,16,8,0.5,2220
DG Brownlie,28,19,0.6785714285714286,2220
E Chigumbura,17,15,0.8823529411764706,2220
H Masakadza,19,7,0.3684210526315789,2220
KD Mills,12,7,0.5833333333333334,2220
KM Jarvis,5,2,0.4,2220
KO Meth,26,10,0.38461538461538464,2220
KS Williamson,53,35,0.660377358490566,2220
MJ Guptill,69,70,1.0144927536231885,2220
MN Waller,20,12,0.6,2220
NL McCullum,43,30,0.6976744186046512,2220
RJ Nicol,6,0,0.0,2220
RW Chakabva,12,2,0.16666666666666666,2220
RW Price,35,26,0.7428571428571429,2220
S Matsikenyeri,2,1,0.5,2220
SW Masakadza,5,2,0.4,2220
T Taibu,40,20,0.5,2220
TG Southee,5,3,0.6,2220
TWM Latham,34,24,0.7058823529411765,2220
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Russell,13,7,0.5384615384615384,2353
AN Cook,3,0,0.0,2353
C Kieswetter,39,38,0.9743589743589743,2353
D Ramdin,40,22,0.55,2353
DJ Bravo,7,8,1.1428571428571428,2353
DJG Sammy,16,11,0.6875,2353
DM Bravo,13,8,0.6153846153846154,2353
DR Smith,45,56,1.2444444444444445,2353
EJG Morgan,25,21,0.84,2353
IJL Trott,69,42,0.6086956521739131,2353
IR Bell,121,126,1.0413223140495869,2353
KA Pollard,11,3,0.2727272727272727,2353
LMP Simmons,16,15,0.9375,2353
MN Samuels,30,30,1.0,2353
R Rampaul,10,9,0.9,2353
RS Bopara,15,8,0.5333333333333333,2353
SCJ Broad,15,22,1.4666666666666666,2353
SP Narine,4,0,0.0,2353
TT Bresnan,22,21,0.9545454545454546,2353
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB Agarkar,2,0,0.0,439
Aftab Ahmed,10,8,0.8,439
Habibul Bashar,8,1,0.125,439
Harbhajan Singh,3,0,0.0,439
MM Patel,15,15,1.0,439
MS Dhoni,3,0,0.0,439
Mohammad Ashraful,23,8,0.34782608695652173,439
Mushfiqur Rahim,108,56,0.5185185185185185,439
R Dravid,28,14,0.5,439
RV Uthappa,17,9,0.5294117647058824,439
SC Ganguly,132,66,0.5,439
SR Tendulkar,26,7,0.2692307692307692,439
Shahriar Nafees,9,2,0.2222222222222222,439
Shakib Al Hasan,87,53,0.6091954022988506,439
Tamim Iqbal,54,51,0.9444444444444444,439
V Sehwag,6,2,0.3333333333333333,439
Yuvraj Singh,58,47,0.8103448275862069,439
Z Khan,17,15,0.8823529411764706,439
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AC Voges,23,15,0.6521739130434783,2710
AN Cook,42,30,0.7142857142857143,2710
CJ McKay,17,7,0.4117647058823529,2710
DA Warner,21,9,0.42857142857142855,2710
EJG Morgan,12,8,0.6666666666666666,2710
GJ Bailey,69,55,0.7971014492753623,2710
IJL Trott,58,43,0.7413793103448276,2710
IR Bell,117,91,0.7777777777777778,2710
JC Buttler,2,1,0.5,2710
JE Root,17,12,0.7058823529411765,2710
JP Faulkner,42,54,1.2857142857142858,2710
MA Starc,8,5,0.625,2710
MG Johnson,10,8,0.8,2710
MR Marsh,12,5,0.4166666666666667,2710
MS Wade,4,1,0.25,2710
PJ Hughes,56,30,0.5357142857142857,2710
RS Bopara,38,46,1.2105263157894737,2710
SR Watson,40,24,0.6,2710
TT Bresnan,21,19,0.9047619047619048,2710
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Abdur Razzak,3,1,0.3333333333333333,1732
BB McCullum,45,61,1.3555555555555556,1732
BJ Watling,14,0,0.0,1732
DL Vettori,32,24,0.75,1732
GD Elliott,3,0,0.0,1732
Imrul Kayes,32,16,0.5,1732
JD Ryder,20,21,1.05,1732
Junaid Siddique,55,30,0.5454545454545454,1732
KD Mills,26,22,0.8461538461538461,1732
LRPL Taylor,58,42,0.7241379310344828,1732
Mahmudullah,6,3,0.5,1732
Mashrafe Mortaza,11,15,1.3636363636363635,1732
Mushfiqur Rahim,39,22,0.5641025641025641,1732
NL McCullum,18,16,0.8888888888888888,1732
Naeem Islam,22,9,0.4090909090909091,1732
Raqibul Hasan,45,21,0.4666666666666667,1732
SL Stewart,9,2,0.2222222222222222,1732
Shahriar Nafees,38,35,0.9210526315789473,1732
Shakib Al Hasan,54,58,1.0740740740740742,1732
TG Southee,2,1,0.5,1732
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
ADS Fletcher,6,0,0.0,1362
AM Nayar,7,0,0.0,1362
DE Bernard,47,22,0.46808510638297873,1362
DJG Sammy,38,23,0.6052631578947368,1362
DS Smith,26,21,0.8076923076923077,1362
FL Reifer,6,1,0.16666666666666666,1362
G Gambhir,5,6,1.2,1362
GC Tonge,6,5,0.8333333333333334,1362
KAJ Roach,11,4,0.36363636363636365,1362
KD Karthik,79,34,0.43037974683544306,1362
KOA Powell,15,5,0.3333333333333333,1362
NO Miller,25,17,0.68,1362
R Dravid,2,4,2.0,1362
RT Crandon,9,5,0.5555555555555556,1362
TM Dowlin,35,14,0.4,1362
V Kohli,107,79,0.7383177570093458,1362
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BB McCullum,44,42,0.9545454545454546,1794
DL Vettori,19,17,0.8947368421052632,1794
G Gambhir,25,27,1.08,1794
JEC Franklin,70,98,1.4,1794
JM How,6,4,0.6666666666666666,1794
KD Mills,6,1,0.16666666666666666,1794
LRPL Taylor,74,44,0.5945945945945946,1794
MJ Guptill,28,30,1.0714285714285714,1794
NL McCullum,12,13,1.0833333333333333,1794
PA Patel,58,53,0.9137931034482759,1794
RG Sharma,48,44,0.9166666666666666,1794
SB Styris,48,46,0.9583333333333334,1794
SS Tiwary,40,37,0.925,1794
V Kohli,3,0,0.0,1794
YK Pathan,100,123,1.23,1794
Yuvraj Singh,28,20,0.7142857142857143,1794
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AR Nurse,8,1,0.125,4914
C Munro,1,0,0.0,4914
C de Grandhomme,7,16,2.2857142857142856,4914
CH Gayle,87,87,1.0,4914
CR Brathwaite,83,101,1.216867469879518,4914
E Lewis,4,0,0.0,4914
JDS Neesham,23,28,1.2173913043478262,4914
JO Holder,1,0,0.0,4914
KAJ Roach,31,14,0.45161290322580644,4914
KS Williamson,154,148,0.961038961038961,4914
LRPL Taylor,96,69,0.71875,4914
MJ Guptill,1,0,0.0,4914
MJ Santner,6,10,1.6666666666666667,4914
N Pooran,7,1,0.14285714285714285,4914
O Thomas,4,0,0.0,4914
SD Hope,3,1,0.3333333333333333,4914
SO Hetmyer,45,54,1.2,4914
SS Cottrell,26,15,0.5769230769230769,4914
TWM Latham,16,12,0.75,4914
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Russell,9,8,0.8888888888888888,3348
AM Rahane,36,14,0.3888888888888889,3348
CH Gayle,30,21,0.7,3348
D Ramdin,1,0,0.0,3348
DJG Sammy,59,26,0.4406779661016949,3348
DR Smith,20,6,0.3,3348
JE Taylor,20,11,0.55,3348
JL Carter,44,21,0.4772727272727273,3348
JO Holder,67,57,0.8507462686567164,3348
KAJ Roach,1,0,0.0,3348
LMP Simmons,23,9,0.391304347826087,3348
MN Samuels,8,2,0.25,3348
MS Dhoni,60,45,0.75,3348
R Ashwin,36,16,0.4444444444444444,3348
RA Jadeja,24,13,0.5416666666666666,3348
RG Sharma,18,7,0.3888888888888889,3348
S Dhawan,14,9,0.6428571428571429,3348
SK Raina,26,22,0.8461538461538461,3348
V Kohli,39,33,0.8461538461538461,3348
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Symonds,64,52,0.8125,712
BB McCullum,8,6,0.75,712
BJ Haddin,25,26,1.04,712
DL Vettori,3,0,0.0,712
GJ Hopkins,17,9,0.5294117647058824,712
JDP Oram,8,2,0.25,712
JM How,15,2,0.13333333333333333,712
JR Hopes,17,20,1.1764705882352942,712
JS Patel,2,1,0.5,712
KD Mills,16,7,0.4375,712
LRPL Taylor,19,13,0.6842105263157895,712
MEK Hussey,17,9,0.5294117647058824,712
MJ Clarke,13,7,0.5384615384615384,712
ML Hayden,32,29,0.90625,712
MR Gillespie,25,24,0.96,712
MS Sinclair,17,14,0.8235294117647058,712
RT Ponting,134,134,1.0,712
SB Styris,80,75,0.9375,712
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Symonds,60,65,1.0833333333333333,30
AC Gilchrist,44,33,0.75,30
AG Prince,39,24,0.6153846153846154,30
AJ Hall,36,19,0.5277777777777778,30
B Lee,1,0,0.0,30
DR Martyn,47,34,0.723404255319149,30
GC Smith,2,0,0.0,30
HH Dippenaar,24,9,0.375,30
HH Gibbs,40,33,0.825,30
J Botha,63,46,0.7301587301587301,30
JA Rudolph,39,19,0.48717948717948717,30
JJ van der Wath,14,8,0.5714285714285714,30
JM Kemp,31,20,0.6451612903225806,30
MEK Hussey,45,62,1.3777777777777778,30
MJ Clarke,2,1,0.5,30
MV Boucher,1,0,0.0,30
RT Ponting,63,53,0.8412698412698413,30
SM Katich,44,25,0.5681818181818182,30
SM Pollock,18,16,0.8888888888888888,30
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Asad Shafiq,91,84,0.9230769230769231,2695
DT Johnston,9,7,0.7777777777777778,2695
EC Joyce,60,32,0.5333333333333333,2695
GC Wilson,16,11,0.6875,2695
Imran Farhat,38,9,0.23684210526315788,2695
KJ O'Brien,48,84,1.75,2695
Kamran Akmal,6,13,2.1666666666666665,2695
Mohammad Hafeez,115,122,1.0608695652173914,2695
NJ O'Brien,6,4,0.6666666666666666,2695
Nasir Jamshed,39,20,0.5128205128205128,2695
PR Stirling,110,103,0.9363636363636364,2695
Shoaib Malik,1,1,1.0,2695
WTS Porterfield,40,19,0.475,2695
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AM Ellis,12,9,0.75,2605
AN Cook,70,46,0.6571428571428571,2605
BB McCullum,71,79,1.1126760563380282,2605
BJ Watling,11,1,0.09090909090909091,2605
CR Woakes,8,3,0.375,2605
EJG Morgan,25,39,1.56,2605
GD Elliott,50,24,0.48,2605
HD Rutherford,19,2,0.10526315789473684,2605
IJL Trott,44,38,0.8636363636363636,2605
IR Bell,22,24,1.0909090909090908,2605
JC Buttler,4,3,0.75,2605
JE Root,56,28,0.5,2605
JEC Franklin,27,13,0.48148148148148145,2605
KD Mills,6,2,0.3333333333333333,2605
KS Williamson,12,7,0.5833333333333334,2605
LRPL Taylor,52,28,0.5384615384615384,2605
NL McCullum,8,4,0.5,2605
TG Southee,3,5,1.6666666666666667,2605
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
G Gambhir,38,30,0.7894736842105263,1158
MS Dhoni,19,23,1.2105263157894737,1158
SK Raina,8,13,1.625,1158
SR Tendulkar,71,61,0.8591549295774648,1158
V Sehwag,36,54,1.5,1158
Yuvraj Singh,4,0,0.0,1158
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AC Evans,2,0,0.0,4179
CB Sole,12,2,0.16666666666666666,4179
CD Wallace,5,7,1.4,4179
CD de Lange,6,1,0.16666666666666666,4179
CR Ervine,50,30,0.6,4179
CS MacLeod,78,58,0.7435897435897436,4179
H Masakadza,18,12,0.6666666666666666,4179
JH Davey,16,8,0.5,4179
KJ Coetzer,60,61,1.0166666666666666,4179
MA Leask,31,11,0.3548387096774194,4179
MH Cross,13,3,0.23076923076923078,4179
PL Mommsen,8,4,0.5,4179
RD Berrington,21,7,0.3333333333333333,4179
RP Burl,44,30,0.6818181818181818,4179
SC Williams,11,6,0.5454545454545454,4179
SF Mire,16,17,1.0625,4179
Sikandar Raza,92,58,0.6304347826086957,4179
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Finch,12,8,0.6666666666666666,3659
DA Warner,10,5,0.5,3659
GJ Bailey,124,112,0.9032258064516129,3659
GJ Maxwell,6,6,1.0,3659
JP Faulkner,2,1,0.5,3659
MR Marsh,13,12,0.9230769230769231,3659
MS Dhoni,13,18,1.3846153846153846,3659
RA Jadeja,5,10,2.0,3659
RG Sharma,165,171,1.0363636363636364,3659
S Dhawan,22,9,0.4090909090909091,3659
SPD Smith,141,149,1.0567375886524824,3659
V Kohli,99,91,0.9191919191919192,3659
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Balbirnie,83,38,0.4578313253012048,3165
AD Poynter,28,16,0.5714285714285714,3165
CS MacLeod,29,25,0.8620689655172413,3165
FRJ Coleman,44,23,0.5227272727272727,3165
HJW Gardiner,29,10,0.3448275862068966,3165
I Wardlaw,4,0,0.0,3165
J Anderson,21,9,0.42857142857142855,3165
JH Davey,11,4,0.36363636363636365,3165
KJ O'Brien,60,56,0.9333333333333333,3165
MA Leask,51,50,0.9803921568627451,3165
MH Cross,18,9,0.5,3165
PL Mommsen,15,10,0.6666666666666666,3165
RD Berrington,10,2,0.2,3165
RM Haq,9,0,0.0,3165
SM Sharif,33,18,0.5454545454545454,3165
SR Thompson,36,35,0.9722222222222222,3165
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,51,44,0.8627450980392157,2904
Ahmed Shehzad,92,81,0.8804347826086957,2904
FDM Karunaratne,4,0,0.0,2904
KC Sangakkara,14,14,1.0,2904
KMDN Kulasekara,11,1,0.09090909090909091,2904
LD Chandimal,53,36,0.6792452830188679,2904
MDKJ Perera,13,7,0.5384615384615384,2904
Misbah-ul-Haq,27,40,1.4814814814814814,2904
Mohammad Hafeez,137,140,1.0218978102189782,2904
NLTC Perera,6,2,0.3333333333333333,2904
S Prasanna,15,22,1.4666666666666666,2904
SL Malinga,27,19,0.7037037037037037,2904
SMSM Senanayake,12,4,0.3333333333333333,2904
Shahid Afridi,4,2,0.5,2904
Sharjeel Khan,12,2,0.16666666666666666,2904
Sohaib Maqsood,22,21,0.9545454545454546,2904
TM Dilshan,65,59,0.9076923076923077,2904
Umar Akmal,12,23,1.9166666666666667,2904
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Ahmed Shehzad,24,13,0.5416666666666666,3672
Anwar Ali,24,16,0.6666666666666666,3672
Azhar Ali,37,19,0.5135135135135135,3672
Babar Azam,78,62,0.7948717948717948,3672
CJ Anderson,21,10,0.47619047619047616,3672
GD Elliott,2,0,0.0,3672
HM Nicholls,114,82,0.7192982456140351,3672
Imad Wasim,4,1,0.25,3672
KS Williamson,17,10,0.5882352941176471,3672
L Ronchi,7,5,0.7142857142857143,3672
MJ Guptill,17,11,0.6470588235294118,3672
MJ Henry,32,48,1.5,3672
MJ McClenaghan,19,31,1.631578947368421,3672
MJ Santner,65,48,0.7384615384615385,3672
Mohammad Amir,5,0,0.0,3672
Mohammad Hafeez,57,42,0.7368421052631579,3672
Mohammad Irfan,3,0,0.0,3672
Sarfraz Ahmed,30,30,1.0,3672
Sohaib Maqsood,17,10,0.5882352941176471,3672
TA Boult,1,4,4.0,3672
TWM Latham,18,11,0.6111111111111112,3672
Wahab Riaz,7,5,0.7142857142857143,3672
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,15,3,0.2,2964
Al-Amin Hossain,5,2,0.4,2964
Anamul Haque,2,0,0.0,2964
Arafat Sunny,13,5,0.38461538461538464,2964
KC Sangakkara,14,8,0.5714285714285714,2964
KDK Vithanage,22,7,0.3181818181818182,2964
KMDN Kulasekara,9,0,0.0,2964
LD Chandimal,29,13,0.4482758620689655,2964
MDKJ Perera,21,20,0.9523809523809523,2964
Mahmudullah,2,0,0.0,2964
Mominul Haque,54,44,0.8148148148148148,2964
Mushfiqur Rahim,50,27,0.54,2964
NLTC Perera,59,80,1.3559322033898304,2964
Nasir Hossain,29,8,0.27586206896551724,2964
Rubel Hossain,16,4,0.25,2964
SL Malinga,10,0,0.0,2964
SMA Priyanjan,8,6,0.75,2964
SMSM Senanayake,51,30,0.5882352941176471,2964
Shakib Al Hasan,9,3,0.3333333333333333,2964
Shamsur Rahman,50,62,1.24,2964
Sohag Gazi,9,6,0.6666666666666666,2964
TM Dilshan,11,3,0.2727272727272727,2964
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Flintoff,3,0,0.0,1053
AN Cook,18,11,0.6111111111111112,1053
KP Pietersen,128,111,0.8671875,1053
MS Dhoni,61,50,0.819672131147541,1053
OA Shah,57,66,1.1578947368421053,1053
PD Collingwood,65,40,0.6153846153846154,1053
RG Sharma,10,8,0.8,1053
RS Bopara,33,24,0.7272727272727273,1053
SK Raina,54,53,0.9814814814814815,1053
SR Tendulkar,57,50,0.8771929824561403,1053
V Sehwag,80,91,1.1375,1053
Yuvraj Singh,9,6,0.6666666666666666,1053
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Finch,52,53,1.0192307692307692,4912
AT Carey,8,11,1.375,4912
DA Warner,151,166,1.099337748344371,4912
GJ Maxwell,10,32,3.2,4912
Liton Das,17,20,1.1764705882352942,4912
MP Stoinis,11,17,1.5454545454545454,4912
Mahmudullah,51,69,1.3529411764705883,4912
Mashrafe Mortaza,5,6,1.2,4912
Mehedi Hasan Miraz,7,6,0.8571428571428571,4912
Mushfiqur Rahim,100,102,1.02,4912
SPD Smith,2,1,0.5,4912
Sabbir Rahman,1,0,0.0,4912
Shakib Al Hasan,42,41,0.9761904761904762,4912
Soumya Sarkar,8,10,1.25,4912
Tamim Iqbal,74,62,0.8378378378378378,4912
UT Khawaja,72,89,1.2361111111111112,4912
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Hales,33,37,1.121212121212121,3355
Afsar Zazai,14,6,0.42857142857142855,3355
Hamid Hassan,2,0,0.0,3355
IR Bell,56,52,0.9285714285714286,3355
JWA Taylor,21,8,0.38095238095238093,3355
Javed Ahmadi,16,7,0.4375,3355
Mohammad Nabi,17,16,0.9411764705882353,3355
Najibullah Zadran,15,12,0.8,3355
Nasir Jamal,55,17,0.3090909090909091,3355
Nawroz Mangal,30,4,0.13333333333333333,3355
Samiullah Shenwari,11,7,0.6363636363636364,3355
Shafiqullah,64,30,0.46875,3355
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Abdur Razzak,1,0,0.0,2978
Anamul Haque,9,1,0.1111111111111111,2978
Arafat Sunny,1,0,0.0,2978
Asghar Stanikzai,104,90,0.8653846153846154,2978
Karim Sadiq,36,12,0.3333333333333333,2978
Mohammad Nabi,15,7,0.4666666666666667,2978
Mohammad Shahzad,10,2,0.2,2978
Mominul Haque,74,50,0.6756756756756757,2978
Mushfiqur Rahim,43,23,0.5348837209302325,2978
Naeem Islam,52,35,0.6730769230769231,2978
Najibullah Zadran,36,21,0.5833333333333334,2978
Nasir Hossain,61,41,0.6721311475409836,2978
Nawroz Mangal,33,24,0.7272727272727273,2978
Rubel Hossain,19,17,0.8947368421052632,2978
Samiullah Shenwari,72,81,1.125,2978
Shamsur Rahman,2,0,0.0,2978
Sohag Gazi,8,2,0.25,2978
Ziaur Rahman,22,41,1.8636363636363635,2978
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AC Voges,108,112,1.037037037037037,2592
AJ Finch,5,1,0.2,2592
BJ Haddin,47,43,0.9148936170212766,2592
DC Thomas,18,19,1.0555555555555556,2592
DJ Bravo,13,13,1.0,2592
DJG Sammy,18,23,1.2777777777777777,2592
DM Bravo,53,33,0.6226415094339622,2592
J Charles,124,100,0.8064516129032258,2592
JP Faulkner,25,31,1.24,2592
KA Pollard,64,45,0.703125,2592
KAJ Roach,4,2,0.5,2592
KOA Powell,4,2,0.5,2592
N Deonarine,4,4,1.0,2592
PJ Hughes,62,29,0.46774193548387094,2592
SE Marsh,59,40,0.6779661016949152,2592
SP Narine,3,0,0.0,2592
SR Watson,1,0,0.0,2592
TL Best,3,0,0.0,2592
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB Agarkar,2,1,0.5,293
BC Lara,6,5,0.8333333333333334,293
CH Gayle,39,34,0.8717948717948718,293
CS Baugh,2,1,0.5,293
DJ Bravo,34,16,0.47058823529411764,293
DR Smith,1,0,0.0,293
Harbhajan Singh,15,15,1.0,293
IK Pathan,6,0,0.0,293
MN Samuels,3,5,1.6666666666666667,293
MS Dhoni,68,51,0.75,293
R Dravid,69,49,0.7101449275362319,293
RP Singh,1,0,0.0,293
RR Sarwan,84,53,0.6309523809523809,293
RS Morton,68,45,0.6617647058823529,293
S Chanderpaul,73,51,0.6986301369863014,293
SK Raina,38,19,0.5,293
SR Tendulkar,46,29,0.6304347826086957,293
V Sehwag,21,17,0.8095238095238095,293
Yuvraj Singh,46,27,0.5869565217391305,293
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BJ Haddin,63,53,0.8412698412698413,1906
CL White,22,12,0.5454545454545454,1906
DJ Hussey,27,38,1.4074074074074074,1906
G Gambhir,67,50,0.746268656716418,1906
MEK Hussey,9,3,0.3333333333333333,1906
MG Johnson,6,6,1.0,1906
MJ Clarke,19,8,0.42105263157894735,1906
MS Dhoni,8,7,0.875,1906
RT Ponting,121,104,0.859504132231405,1906
SK Raina,28,34,1.2142857142857142,1906
SR Tendulkar,71,53,0.7464788732394366,1906
SR Watson,38,25,0.6578947368421053,1906
V Kohli,33,24,0.7272727272727273,1906
V Sehwag,25,15,0.6,1906
Yuvraj Singh,68,57,0.8382352941176471,1906
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AN Cook,79,58,0.7341772151898734,2377
CJ McKay,3,5,1.6666666666666667,2377
DA Warner,33,32,0.9696969696969697,2377
DJ Hussey,11,9,0.8181818181818182,2377
EJG Morgan,6,9,1.5,2377
GJ Bailey,41,46,1.1219512195121952,2377
IJL Trott,21,10,0.47619047619047616,2377
IR Bell,4,4,1.0,2377
JL Pattinson,28,13,0.4642857142857143,2377
MJ Clarke,2,1,0.5,2377
MS Wade,42,12,0.2857142857142857,2377
PJ Forrest,14,3,0.21428571428571427,2377
RS Bopara,57,52,0.9122807017543859,2377
SPD Smith,20,21,1.05,2377
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AR White,30,8,0.26666666666666666,535
DI Joyce,37,18,0.4864864864864865,535
DT Johnston,47,34,0.723404255319149,535
G Gambhir,111,80,0.7207207207207207,535
GC Wilson,24,13,0.5416666666666666,535
KED Carroll,15,7,0.4666666666666667,535
KJ O'Brien,11,3,0.2727272727272727,535
MJ Fourie,10,4,0.4,535
NJ O'Brien,83,52,0.6265060240963856,535
RK Whelan,5,5,1.0,535
SC Ganguly,102,73,0.7156862745098039,535
SR Tendulkar,3,4,1.3333333333333333,535
WK McCallan,7,4,0.5714285714285714,535
WTS Porterfield,48,16,0.3333333333333333,535
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Symonds,13,18,1.3846153846153846,446
AB de Villiers,73,92,1.2602739726027397,446
AC Gilchrist,42,42,1.0,446
AG Prince,3,1,0.3333333333333333,446
AJ Hall,12,8,0.6666666666666666,446
CK Langeveldt,6,0,0.0,446
GC Smith,71,74,1.0422535211267605,446
HH Gibbs,19,17,0.8947368421052632,446
JH Kallis,64,48,0.75,446
JM Kemp,6,1,0.16666666666666666,446
M Ntini,8,7,0.875,446
MEK Hussey,3,5,1.6666666666666667,446
MJ Clarke,76,92,1.2105263157894737,446
ML Hayden,69,101,1.463768115942029,446
MV Boucher,26,22,0.8461538461538461,446
RT Ponting,93,91,0.978494623655914,446
SM Pollock,8,7,0.875,446
SR Watson,9,14,1.5555555555555556,446
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
DA Warner,159,163,1.0251572327044025,2251
DJ Hussey,3,1,0.3333333333333333,2251
DPMD Jayawardene,15,14,0.9333333333333333,2251
DT Christian,8,10,1.25,2251
HDRL Thirimanne,30,14,0.4666666666666667,2251
HMRKB Herath,6,5,0.8333333333333334,2251
KC Sangakkara,51,42,0.8235294117647058,2251
KMDN Kulasekara,44,73,1.6590909090909092,2251
KTGD Prasad,21,31,1.4761904761904763,2251
LD Chandimal,27,14,0.5185185185185185,2251
MEK Hussey,10,19,1.9,2251
MF Maharoof,14,8,0.5714285714285714,2251
MJ Clarke,26,37,1.4230769230769231,2251
MS Wade,74,64,0.8648648648648649,2251
SL Malinga,6,1,0.16666666666666666,2251
SR Watson,25,21,0.84,2251
TM Dilshan,24,27,1.125,2251
WU Tharanga,69,60,0.8695652173913043,2251
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AG Cremer,22,12,0.5454545454545454,3637
Amir Hamza,10,2,0.2,3637
Asghar Stanikzai,32,9,0.28125,3637
CJ Chibhabha,1,0,0.0,3637
CR Ervine,18,6,0.3333333333333333,3637
Dawlat Zadran,12,1,0.08333333333333333,3637
E Chigumbura,42,28,0.6666666666666666,3637
LM Jongwe,8,4,0.5,3637
MN Waller,5,0,0.0,3637
Mirwais Ashraf,12,3,0.25,3637
Mohammad Nabi,18,17,0.9444444444444444,3637
Mohammad Shahzad,7,5,0.7142857142857143,3637
Najibullah Zadran,33,16,0.48484848484848486,3637
Nawroz Mangal,9,4,0.4444444444444444,3637
Noor Ali Zadran,83,63,0.7590361445783133,3637
PJ Moor,51,21,0.4117647058823529,3637
R Mutumbami,2,0,0.0,3637
Samiullah Shenwari,8,3,0.375,3637
Sikandar Raza,25,6,0.24,3637
T Muzarabani,8,2,0.25,3637
