PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
GP Swann,37,34,0.918918918918919,636
IR Bell,21,18,0.8571428571428571,636
J Mubarak,70,44,0.6285714285714286,636
KC Sangakkara,38,9,0.23684210526315788,636
KP Pietersen,41,12,0.2926829268292683,636
LPC Silva,1,0,0.0,636
MF Maharoof,19,6,0.3157894736842105,636
OA Shah,94,82,0.8723404255319149,636
P Mustard,36,28,0.7777777777777778,636
PD Collingwood,53,42,0.7924528301886793,636
RJ Sidebottom,1,1,1.0,636
RS Bopara,3,1,0.3333333333333333,636
SCJ Broad,7,8,1.1428571428571428,636
SL Malinga,1,0,0.0,636
ST Jayasuriya,16,10,0.625,636
TM Dilshan,29,29,1.0,636
WPUJC Vaas,5,2,0.4,636
WU Tharanga,7,8,1.1428571428571428,636
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AG Cremer,12,8,0.6666666666666666,3966
BB Chari,43,15,0.3488372093023256,3966
CB Mpofu,3,2,0.6666666666666666,3966
CJ Chibhabha,34,25,0.7352941176470589,3966
CR Brathwaite,5,9,1.8,3966
CR Ervine,103,92,0.8932038834951457,3966
DT Tiripano,9,14,1.5555555555555556,3966
E Chigumbura,11,8,0.7272727272727273,3966
E Lewis,20,18,0.9,3966
J Charles,21,19,0.9047619047619048,3966
JL Carter,1,1,1.0,3966
JO Holder,8,4,0.5,3966
KC Brathwaite,117,78,0.6666666666666666,3966
PJ Moor,9,6,0.6666666666666666,3966
R Powell,12,17,1.4166666666666667,3966
SC Williams,2,2,1.0,3966
SD Hope,120,101,0.8416666666666667,3966
Sikandar Raza,82,77,0.9390243902439024,3966
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BAW Mendis,10,6,0.6,961
CK Kapugedera,18,12,0.6666666666666666,961
DPMD Jayawardene,113,94,0.831858407079646,961
G Gambhir,20,8,0.4,961
Harbhajan Singh,6,2,0.3333333333333333,961
KC Sangakkara,12,9,0.75,961
KMDN Kulasekara,30,11,0.36666666666666664,961
LPC Silva,5,1,0.2,961
M Muralitharan,14,6,0.42857142857142855,961
MS Dhoni,80,76,0.95,961
P Kumar,4,2,0.5,961
RG Sharma,32,32,1.0,961
S Badrinath,20,6,0.3,961
SK Raina,85,53,0.6235294117647059,961
ST Jayasuriya,15,13,0.8666666666666667,961
T Thushara,55,30,0.5454545454545454,961
TM Dilshan,22,16,0.7272727272727273,961
V Kohli,41,25,0.6097560975609756,961
WPUJC Vaas,4,0,0.0,961
Yuvraj Singh,17,12,0.7058823529411765,961
Z Khan,6,1,0.16666666666666666,961
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AM Rahane,10,2,0.2,2948
AT Rayudu,40,20,0.5,2948
B Kumar,26,20,0.7692307692307693,2948
BB McCullum,18,23,1.2777777777777777,2948
JD Ryder,28,17,0.6071428571428571,2948
JDS Neesham,19,34,1.7894736842105263,2948
KS Williamson,92,88,0.9565217391304348,2948
L Ronchi,5,11,2.2,2948
LRPL Taylor,108,102,0.9444444444444444,2948
MJ Guptill,35,16,0.45714285714285713,2948
MS Dhoni,73,47,0.6438356164383562,2948
Mohammed Shami,17,14,0.8235294117647058,2948
R Ashwin,11,7,0.6363636363636364,2948
RA Jadeja,6,5,0.8333333333333334,2948
RG Sharma,13,4,0.3076923076923077,2948
S Dhawan,28,9,0.32142857142857145,2948
V Kohli,78,82,1.0512820512820513,2948
VR Aaron,1,0,0.0,2948
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AU Rashid,45,33,0.7333333333333333,3926
BA Stokes,5,0,0.0,3926
BM Duckett,7,0,0.0,3926
CR Woakes,9,7,0.7777777777777778,3926
DJ Willey,33,9,0.2727272727272727,3926
Imrul Kayes,18,11,0.6111111111111112,3926
JC Buttler,59,57,0.9661016949152542,3926
JJ Roy,21,13,0.6190476190476191,3926
JM Bairstow,53,35,0.660377358490566,3926
JM Vince,10,5,0.5,3926
JT Ball,22,28,1.2727272727272727,3926
MM Ali,10,4,0.4,3926
Mahmudullah,89,75,0.8426966292134831,3926
Mashrafe Mortaza,31,44,1.4193548387096775,3926
Mosaddek Hossain,50,29,0.58,3926
Mushfiqur Rahim,23,21,0.9130434782608695,3926
Nasir Hossain,27,27,1.0,3926
Sabbir Rahman,21,3,0.14285714285714285,3926
Shafiul Islam,1,0,0.0,3926
Shakib Al Hasan,16,3,0.1875,3926
Tamim Iqbal,31,14,0.45161290322580644,3926
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,32,23,0.71875,3219
AM Rahane,111,111,1.0,3219
AR Patel,4,14,3.5,3219
AT Rayudu,20,27,1.35,3219
DPMD Jayawardene,37,43,1.162162162162162,3219
KC Sangakkara,13,13,1.0,3219
KTGD Prasad,4,0,0.0,3219
NLTC Perera,27,29,1.0740740740740742,3219
PLS Gamage,8,0,0.0,3219
S Dhawan,107,113,1.0560747663551402,3219
S Prasanna,14,5,0.35714285714285715,3219
S Randiv,9,5,0.5555555555555556,3219
SK Raina,34,52,1.5294117647058822,3219
SMA Priyanjan,22,12,0.5454545454545454,3219
TM Dilshan,23,18,0.782608695652174,3219
V Kohli,22,22,1.0,3219
WP Saha,9,10,1.1111111111111112,3219
WU Tharanga,57,28,0.49122807017543857,3219
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Finch,85,82,0.9647058823529412,4904
AT Carey,21,20,0.9523809523809523,4904
Asif Ali,8,5,0.625,4904
Babar Azam,28,30,1.0714285714285714,4904
DA Warner,115,107,0.9304347826086956,4904
Fakhar Zaman,3,0,0.0,4904
GJ Maxwell,10,20,2.0,4904
Hasan Ali,16,32,2.0,4904
Imam-ul-Haq,78,53,0.6794871794871795,4904
KW Richardson,1,1,1.0,4904
MA Starc,6,3,0.5,4904
Mohammad Amir,3,0,0.0,4904
Mohammad Hafeez,50,46,0.92,4904
NM Coulter-Nile,3,2,0.6666666666666666,4904
PJ Cummins,6,2,0.3333333333333333,4904
SE Marsh,26,23,0.8846153846153846,4904
SPD Smith,13,10,0.7692307692307693,4904
Sarfraz Ahmed,50,40,0.8,4904
Shaheen Shah Afridi,6,1,0.16666666666666666,4904
Shoaib Malik,2,0,0.0,4904
UT Khawaja,17,18,1.0588235294117647,4904
Wahab Riaz,39,45,1.1538461538461537,4904
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AN Cook,10,0,0.0,2707
BB McCullum,12,6,0.5,2707
C Munro,1,0,0.0,2707
EJG Morgan,42,49,1.1666666666666667,2707
IJL Trott,53,37,0.6981132075471698,2707
IR Bell,96,82,0.8541666666666666,2707
JC Buttler,19,47,2.473684210526316,2707
JE Root,50,33,0.66,2707
JEC Franklin,19,7,0.3684210526315789,2707
KD Mills,23,28,1.2173913043478262,2707
KS Williamson,29,19,0.6551724137931034,2707
L Ronchi,17,22,1.2941176470588236,2707
LRPL Taylor,85,71,0.8352941176470589,2707
MJ Guptill,38,38,1.0,2707
MJ McClenaghan,13,4,0.3076923076923077,2707
NL McCullum,34,28,0.8235294117647058,2707
RS Bopara,38,28,0.7368421052631579,2707
TG Southee,16,15,0.9375,2707
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AM Rahane,108,91,0.8425925925925926,2112
AN Cook,10,3,0.3,2112
C Kieswetter,40,36,0.9,2112
G Gambhir,61,58,0.9508196721311475,2112
IJL Trott,116,98,0.8448275862068966,2112
KP Pietersen,61,64,1.0491803278688525,2112
MS Dhoni,32,35,1.09375,2112
PA Patel,47,38,0.8085106382978723,2112
RA Jadeja,24,26,1.0833333333333333,2112
RS Bopara,32,24,0.75,2112
SK Raina,3,0,0.0,2112
SR Patel,43,70,1.627906976744186,2112
V Kohli,30,35,1.1666666666666667,2112
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Aamer Yamin,72,62,0.8611111111111112,3555
Asad Shafiq,6,1,0.16666666666666666,3555
Azhar Ali,12,1,0.08333333333333333,3555
BB Chari,65,39,0.6,3555
Bilal Asif,4,0,0.0,3555
CJ Chibhabha,128,90,0.703125,3555
E Chigumbura,56,67,1.1964285714285714,3555
H Masakadza,24,7,0.2916666666666667,3555
LM Jongwe,2,4,2.0,3555
Mohammad Hafeez,41,27,0.6585365853658537,3555
Mohammad Rizwan,10,8,0.8,3555
R Mutumbami,4,14,3.5,3555
SC Williams,8,10,1.25,3555
Sarfraz Ahmed,14,9,0.6428571428571429,3555
Shoaib Malik,108,96,0.8888888888888888,3555
Sikandar Raza,21,32,1.5238095238095237,3555
Wahab Riaz,8,3,0.375,3555
Yasir Shah,23,32,1.391304347826087,3555
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Ireland,21,6,0.2857142857142857,275
BC Lara,20,24,1.2,275
BRM Taylor,16,7,0.4375,275
CH Gayle,34,41,1.2058823529411764,275
CJ Chibhabha,8,1,0.125,275
E Chigumbura,32,10,0.3125,275
EC Rainsford,13,0,0.0,275
H Masakadza,5,1,0.2,275
HP Rinke,5,1,0.2,275
P Utseya,41,27,0.6585365853658537,275
S Chanderpaul,37,14,0.3783783783783784,275
S Matsikenyeri,13,7,0.5384615384615384,275
T Kamungozi,1,0,0.0,275
TV Mufambisi,32,18,0.5625,275
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AG Cremer,21,14,0.6666666666666666,4061
Asghar Stanikzai,20,6,0.3,4061
CB Mpofu,8,0,0.0,4061
CR Ervine,52,34,0.6538461538461539,4061
Dawlat Zadran,3,1,0.3333333333333333,4061
Gulbadin Naib,10,5,0.5,4061
H Masakadza,11,5,0.45454545454545453,4061
Hashmatullah Shahidi,1,2,2.0,4061
MN Waller,5,4,0.8,4061
Mohammad Nabi,34,33,0.9705882352941176,4061
Mohammad Shahzad,89,64,0.7191011235955056,4061
Najibullah Zadran,48,45,0.9375,4061
Noor Ali Zadran,28,14,0.5,4061
PJ Moor,35,17,0.4857142857142857,4061
R Ngarava,9,10,1.1111111111111112,4061
RP Burl,45,27,0.6,4061
Rahmat Shah,67,53,0.7910447761194029,4061
Rashid Khan,6,3,0.5,4061
SF Mire,55,54,0.9818181818181818,4061
TK Musakanda,8,7,0.875,4061
TL Chatara,9,4,0.4444444444444444,4061
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,16,13,0.8125,1610
CH Gayle,19,12,0.631578947368421,1610
CK Langeveldt,5,6,1.2,1610
DJ Bravo,34,26,0.7647058823529411,1610
DJG Sammy,9,19,2.111111111111111,1610
DM Bravo,47,17,0.3617021276595745,1610
DM Richards,20,19,0.95,1610
GC Smith,22,12,0.5454545454545454,1610
HM Amla,55,45,0.8181818181818182,1610
J Botha,37,24,0.6486486486486487,1610
JH Kallis,55,57,1.0363636363636364,1610
JP Duminy,76,51,0.6710526315789473,1610
KA Pollard,19,25,1.3157894736842106,1610
LL Tsotsobe,2,4,2.0,1610
MV Boucher,19,6,0.3157894736842105,1610
N Deonarine,57,53,0.9298245614035088,1610
R McLaren,15,12,0.8,1610
RE van der Merwe,7,10,1.4285714285714286,1610
S Chanderpaul,105,67,0.638095238095238,1610
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,78,80,1.0256410256410255,3231
AJ Finch,43,35,0.813953488372093,3231
DA Miller,66,65,0.9848484848484849,3231
DA Warner,51,46,0.9019607843137255,3231
DW Steyn,12,6,0.5,3231
F Behardien,22,20,0.9090909090909091,3231
F du Plessis,43,31,0.7209302325581395,3231
GJ Bailey,78,70,0.8974358974358975,3231
GJ Maxwell,20,29,1.45,3231
HM Amla,14,8,0.5714285714285714,3231
Imran Tahir,23,22,0.9565217391304348,3231
M Morkel,24,22,0.9166666666666666,3231
MG Johnson,9,13,1.4444444444444444,3231
MJ Clarke,20,11,0.55,3231
MR Marsh,15,10,0.6666666666666666,3231
MS Wade,42,35,0.8333333333333334,3231
NM Coulter-Nile,9,9,1.0,3231
Q de Kock,8,2,0.25,3231
R McLaren,2,0,0.0,3231
SR Watson,27,13,0.48148148148148145,3231
VD Philander,6,1,0.16666666666666666,3231
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Finch,9,3,0.3333333333333333,3986
BJ Watling,13,8,0.6153846153846154,3986
C Munro,38,20,0.5263157894736842,3986
C de Grandhomme,10,11,1.1,3986
DA Warner,132,156,1.1818181818181819,3986
GJ Bailey,54,23,0.42592592592592593,3986
HM Nicholls,11,3,0.2727272727272727,3986
JP Faulkner,13,13,1.0,3986
KS Williamson,13,13,1.0,3986
LH Ferguson,15,4,0.26666666666666666,3986
MJ Guptill,40,34,0.85,3986
MJ Santner,21,15,0.7142857142857143,3986
MR Marsh,2,0,0.0,3986
MS Wade,24,14,0.5833333333333334,3986
SPD Smith,8,0,0.0,3986
TA Boult,7,1,0.14285714285714285,3986
TG Southee,14,4,0.2857142857142857,3986
TM Head,71,37,0.5211267605633803,3986
TWM Latham,39,28,0.717948717948718,3986
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Ahmed Raza,12,2,0.16666666666666666,3039
Amjad Ali,108,98,0.9074074074074074,3039
Fayyaz Ahmed,6,6,1.0,3039
Hashmatullah Shahidi,7,3,0.42857142857142855,3039
Irfan Sajid,5,2,0.4,3039
Khurram Khan,38,28,0.7368421052631579,3039
Krishna Chandran,38,22,0.5789473684210527,3039
Mohammad Nabi,59,77,1.305084745762712,3039
Mohammad Naveed,13,16,1.2307692307692308,3039
Mohammad Shahzad (2),2,0,0.0,3039
Noor Ali Zadran,73,53,0.726027397260274,3039
Rahmat Shah,13,7,0.5384615384615384,3039
SP Patil,1,0,0.0,3039
Salman Faris,46,27,0.5869565217391305,3039
Samiullah Shenwari,68,82,1.2058823529411764,3039
Shafiqullah,6,14,2.3333333333333335,3039
Shaiman Anwar,4,8,2.0,3039
Usman Ghani,77,55,0.7142857142857143,3039
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,101,101,1.0,3691
AD Hales,132,112,0.8484848484848485,3691
AU Rashid,8,9,1.125,3691
BA Stokes,32,29,0.90625,3691
CR Woakes,5,0,0.0,3691
D Wiese,34,41,1.2058823529411764,3691
EJG Morgan,10,2,0.2,3691
F Behardien,18,13,0.7222222222222222,3691
F du Plessis,1,0,0.0,3691
HM Amla,96,59,0.6145833333333334,3691
JC Buttler,2,0,0.0,3691
JE Root,26,27,1.0384615384615385,3691
JJ Roy,16,8,0.5,3691
MM Ali,18,12,0.6666666666666666,3691
Q de Kock,18,4,0.2222222222222222,3691
RJW Topley,7,1,0.14285714285714285,3691
RR Rossouw,7,4,0.5714285714285714,3691
SCJ Broad,25,13,0.52,3691
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AC Botha,2,0,0.0,556
AR Cusack,11,6,0.5454545454545454,556
EJG Morgan,57,37,0.6491228070175439,556
KJ O'Brien,18,25,1.3888888888888888,556
NJ O'Brien,9,7,0.7777777777777778,556
WTS Porterfield,11,4,0.36363636363636365,556
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BB McCullum,43,45,1.0465116279069768,1520
BJ Haddin,16,12,0.75,1520
CL White,49,33,0.673469387755102,1520
DR Tuffey,11,12,1.0909090909090908,1520
JEC Franklin,31,12,0.3870967741935484,1520
JR Hopes,42,33,0.7857142857142857,1520
LRPL Taylor,72,70,0.9722222222222222,1520
MEK Hussey,60,59,0.9833333333333333,1520
MG Johnson,11,21,1.9090909090909092,1520
MJ Clarke,31,22,0.7096774193548387,1520
MJ Guptill,31,9,0.2903225806451613,1520
NM Hauritz,5,4,0.8,1520
NT Broom,24,19,0.7916666666666666,1520
PJ Ingram,41,40,0.975609756097561,1520
RT Ponting,56,44,0.7857142857142857,1520
SB Styris,34,49,1.4411764705882353,1520
SE Bond,8,11,1.375,1520
SR Watson,31,45,1.4516129032258065,1520
TG Southee,3,2,0.6666666666666666,1520
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Russell,12,24,2.0,3310
CH Gayle,1,0,0.0,3310
CR Brathwaite,9,1,0.1111111111111111,3310
D Ramdin,41,40,0.975609756097561,3310
DA Miller,9,23,2.5555555555555554,3310
DJG Sammy,27,27,1.0,3310
DR Smith,30,31,1.0333333333333334,3310
F Behardien,2,5,2.5,3310
F du Plessis,29,16,0.5517241379310345,3310
HM Amla,107,133,1.2429906542056075,3310
JL Carter,3,0,0.0,3310
JO Holder,3,0,0.0,3310
JP Duminy,8,18,2.25,3310
MN Samuels,50,50,1.0,3310
N Deonarine,51,43,0.8431372549019608,3310
Q de Kock,8,4,0.5,3310
RR Rossouw,104,132,1.2692307692307692,3310
SS Cottrell,9,2,0.2222222222222222,3310
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,37,39,1.054054054054054,2204
AD Mathews,14,15,1.0714285714285714,2204
AN Petersen,27,17,0.6296296296296297,2204
CA Ingram,9,13,1.4444444444444444,2204
CKB Kulasekara,20,19,0.95,2204
DPMD Jayawardene,19,15,0.7894736842105263,2204
F du Plessis,74,72,0.972972972972973,2204
GC Smith,13,2,0.15384615384615385,2204
HMRKB Herath,1,1,1.0,2204
JA Morkel,12,7,0.5833333333333334,2204
JP Duminy,34,25,0.7352941176470589,2204
KC Sangakkara,39,38,0.9743589743589743,2204
KMDN Kulasekara,38,40,1.0526315789473684,2204
LD Chandimal,55,36,0.6545454545454545,2204
SL Malinga,4,2,0.5,2204
TM Dilshan,52,33,0.6346153846153846,2204
WU Tharanga,66,58,0.8787878787878788,2204
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Flintoff,14,5,0.35714285714285715,88
AJ Strauss,85,61,0.7176470588235294,88
G Gambhir,45,29,0.6444444444444445,88
GO Jones,29,22,0.7586206896551724,88
ID Blackwell,12,9,0.75,88
IK Pathan,11,12,1.0909090909090908,88
JM Anderson,2,2,1.0,88
KP Pietersen,87,71,0.8160919540229885,88
Kabir Ali,1,1,1.0,88
LE Plunkett,6,4,0.6666666666666666,88
M Kaif,6,0,0.0,88
MJ Prior,50,33,0.66,88
MS Dhoni,56,38,0.6785714285714286,88
OA Shah,5,0,0.0,88
PD Collingwood,14,5,0.35714285714285715,88
R Dravid,24,5,0.20833333333333334,88
SK Raina,94,81,0.8617021276595744,88
V Sehwag,49,26,0.5306122448979592,88
Yuvraj Singh,21,18,0.8571428571428571,88
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BRM Taylor,81,53,0.654320987654321,3119
Dawlat Zadran,7,24,3.4285714285714284,3119
E Chigumbura,15,20,1.3333333333333333,3119
H Masakadza,95,84,0.8842105263157894,3119
Javed Ahmadi,60,56,0.9333333333333333,3119
MN Waller,21,15,0.7142857142857143,3119
Mohammad Nabi,40,42,1.05,3119
N M'shangwe,2,0,0.0,3119
Nasir Jamal,49,28,0.5714285714285714,3119
Noor Ali Zadran,4,0,0.0,3119
SC Williams,54,49,0.9074074074074074,3119
SW Masakadza,2,1,0.5,3119
Samiullah Shenwari,71,41,0.5774647887323944,3119
Shafiqullah,10,3,0.3,3119
Shapoor Zadran,9,5,0.5555555555555556,3119
Sharafuddin Ashraf,11,14,1.2727272727272727,3119
Sikandar Raza,25,11,0.44,3119
T Kamungozi,2,2,1.0,3119
T Maruma,9,13,1.4444444444444444,3119
Usman Ghani,43,43,1.0,3119
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,31,28,0.9032258064516129,2428
AN Cook,48,20,0.4166666666666667,2428
C Kieswetter,18,14,0.7777777777777778,2428
D Elgar,61,42,0.6885245901639344,2428
DW Steyn,7,1,0.14285714285714285,2428
EJG Morgan,70,73,1.042857142857143,2428
F du Plessis,4,1,0.25,2428
GC Smith,25,18,0.72,2428
HM Amla,52,43,0.8269230769230769,2428
IJL Trott,127,71,0.5590551181102362,2428
IR Bell,7,12,1.7142857142857142,2428
JC Tredwell,3,1,0.3333333333333333,2428
JP Duminy,46,33,0.717391304347826,2428
LL Tsotsobe,1,0,0.0,2428
M Morkel,11,7,0.6363636363636364,2428
RJ Peterson,35,23,0.6571428571428571,2428
RS Bopara,5,0,0.0,2428
SR Patel,17,13,0.7647058823529411,2428
WD Parnell,8,13,1.625,2428
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AM Rahane,67,50,0.746268656716418,2765
BRM Taylor,11,0,0.0,2765
BV Vitori,9,4,0.4444444444444444,2765
CA Pujara,4,0,0.0,2765
CT Mutombodzi,5,4,0.8,2765
E Chigumbura,37,17,0.4594594594594595,2765
H Masakadza,47,32,0.6808510638297872,2765
KD Karthik,20,10,0.5,2765
KM Jarvis,12,12,1.0,2765
MN Waller,18,8,0.4444444444444444,2765
N M'shangwe,14,16,1.1428571428571428,2765
RA Jadeja,80,48,0.6,2765
S Dhawan,40,41,1.025,2765
SC Williams,66,51,0.7727272727272727,2765
T Maruma,12,4,0.3333333333333333,2765
V Sibanda,14,5,0.35714285714285715,2765
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BJ Haddin,19,8,0.42105263157894735,1923
Imrul Kayes,41,5,0.12195121951219512,1923
Mahmudullah,54,38,0.7037037037037037,1923
Mushfiqur Rahim,80,81,1.0125,1923
RT Ponting,42,37,0.8809523809523809,1923
Raqibul Hasan,3,0,0.0,1923
SR Watson,97,185,1.907216494845361,1923
Shafiul Islam,7,9,1.2857142857142858,1923
Shahriar Nafees,73,56,0.7671232876712328,1923
Shakib Al Hasan,23,9,0.391304347826087,1923
Suhrawadi Shuvo,17,16,0.9411764705882353,1923
Tamim Iqbal,7,5,0.7142857142857143,1923
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ McKay,2,3,1.5,1492
BB McCullum,9,0,0.0,1492
DL Vettori,27,32,1.1851851851851851,1492
DR Tuffey,7,10,1.4285714285714286,1492
Imrul Kayes,30,33,1.1,1492
JDP Oram,46,83,1.8043478260869565,1492
JEC Franklin,6,2,0.3333333333333333,1492
LRPL Taylor,54,51,0.9444444444444444,1492
MJ Guptill,8,2,0.25,1492
Mahmudullah,23,23,1.0,1492
Mohammad Ashraful,11,5,0.45454545454545453,1492
Mushfiqur Rahim,24,8,0.3333333333333333,1492
NT Broom,75,71,0.9466666666666667,1492
Naeem Islam,50,15,0.3,1492
PJ Ingram,74,69,0.9324324324324325,1492
Raqibul Hasan,21,9,0.42857142857142855,1492
Shafiul Islam,20,11,0.55,1492
Shahadat Hossain,5,1,0.2,1492
Shakib Al Hasan,15,8,0.5333333333333333,1492
TG Southee,2,0,0.0,1492
Tamim Iqbal,71,62,0.8732394366197183,1492
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Abdur Razzak,5,5,1.0,3152
Anamul Haque,2,0,0.0,3152
CH Gayle,17,6,0.35294117647058826,3152
D Ramdin,122,169,1.3852459016393444,3152
DJ Bravo,6,3,0.5,3152
DJG Sammy,10,10,1.0,3152
DM Bravo,131,124,0.9465648854961832,3152
Imrul Kayes,6,1,0.16666666666666666,3152
JO Holder,1,0,0.0,3152
KA Pollard,7,10,1.4285714285714286,3152
LMP Simmons,12,6,0.5,3152
Mahmudullah,39,27,0.6923076923076923,3152
Mashrafe Mortaza,10,15,1.5,3152
Mominul Haque,13,5,0.38461538461538464,3152
Mushfiqur Rahim,118,72,0.6101694915254238,3152
Nasir Hossain,30,26,0.8666666666666667,3152
Sohag Gazi,26,24,0.9230769230769231,3152
Tamim Iqbal,62,55,0.8870967741935484,3152
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,21,23,1.0952380952380953,4076
C de Grandhomme,48,32,0.6666666666666666,4076
DA Miller,35,45,1.2857142857142858,4076
DG Brownlie,39,24,0.6153846153846154,4076
F du Plessis,95,51,0.5368421052631579,4076
HM Amla,31,8,0.25806451612903225,4076
JDS Neesham,24,24,1.0,4076
JP Duminy,11,3,0.2727272727272727,4076
JS Patel,5,0,0.0,4076
KS Williamson,16,9,0.5625,4076
L Ronchi,20,8,0.4,4076
LRPL Taylor,12,8,0.6666666666666666,4076
MJ Guptill,17,4,0.23529411764705882,4076
MJ Santner,51,24,0.47058823529411764,4076
Q de Kock,10,6,0.6,4076
TA Boult,12,0,0.0,4076
TG Southee,7,6,0.8571428571428571,4076
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Russell,42,53,1.2619047619047619,2163
AM Rahane,1,0,0.0,2163
D Ramdin,21,14,0.6666666666666666,2163
DJG Sammy,14,3,0.21428571428571427,2163
G Gambhir,41,31,0.7560975609756098,2163
IK Pathan,10,4,0.4,2163
JN Mohammed,21,2,0.09523809523809523,2163
KA Pollard,112,119,1.0625,2163
KAJ Roach,15,0,0.0,2163
KOA Powell,18,15,0.8333333333333334,2163
LMP Simmons,1,0,0.0,2163
MK Tiwary,127,104,0.8188976377952756,2163
MN Samuels,15,6,0.4,2163
PA Patel,1,0,0.0,2163
RG Sharma,26,21,0.8076923076923077,2163
SK Raina,12,16,1.3333333333333333,2163
SP Narine,15,8,0.5333333333333333,2163
V Kohli,86,80,0.9302325581395349,2163
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BRM Taylor,39,39,1.0,2608
CB Mpofu,4,2,0.5,2608
CJ Chibhabha,63,48,0.7619047619047619,2608
CT Mutombodzi,14,13,0.9285714285714286,2608
D Ramdin,27,24,0.8888888888888888,2608
DJ Bravo,24,25,1.0416666666666667,2608
DM Bravo,104,72,0.6923076923076923,2608
H Masakadza,13,6,0.46153846153846156,2608
KM Jarvis,26,7,0.2692307692307692,2608
KOA Powell,53,42,0.7924528301886793,2608
MN Waller,24,15,0.625,2608
N Deonarine,32,21,0.65625,2608
N M'shangwe,4,1,0.25,2608
RR Sarwan,44,19,0.4318181818181818,2608
RW Chakabva,34,17,0.5,2608
TMK Mawoyo,26,9,0.34615384615384615,2608
V Sibanda,61,41,0.6721311475409836,2608
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Afsar Zazai,60,48,0.8,3290
CS MacLeod,2,0,0.0,3290
HJW Gardiner,105,96,0.9142857142857143,3290
JH Davey,19,22,1.1578947368421053,3290
Javed Ahmadi,84,74,0.8809523809523809,3290
KJ Coetzer,35,22,0.6285714285714286,3290
MA Leask,22,19,0.8636363636363636,3290
MH Cross,31,28,0.9032258064516129,3290
MW Machan,38,24,0.631578947368421,3290
Nasir Jamal,52,52,1.0,3290
PL Mommsen,9,1,0.1111111111111111,3290
RD Berrington,13,5,0.38461538461538464,3290
RML Taylor,4,2,0.5,3290
Usman Ghani,40,48,1.2,3290
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Shahzad,2,6,3.0,1879
AJ Strauss,145,158,1.089655172413793,1879
G Gambhir,65,51,0.7846153846153846,1879
GP Swann,9,15,1.6666666666666667,1879
Harbhajan Singh,1,0,0.0,1879
IJL Trott,19,16,0.8421052631578947,1879
IR Bell,71,69,0.971830985915493,1879
KP Pietersen,24,31,1.2916666666666667,1879
MH Yardy,10,13,1.3,1879
MJ Prior,9,4,0.4444444444444444,1879
MS Dhoni,25,31,1.24,1879
PD Collingwood,5,1,0.2,1879
PP Chawla,4,2,0.5,1879
SR Tendulkar,115,120,1.0434782608695652,1879
TT Bresnan,9,14,1.5555555555555556,1879
V Kohli,5,8,1.6,1879
V Sehwag,27,35,1.2962962962962963,1879
YK Pathan,8,14,1.75,1879
Yuvraj Singh,52,58,1.1153846153846154,1879
Z Khan,5,4,0.8,1879
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AU Rashid,2,2,1.0,4881
Abid Ali,10,5,0.5,4881
Asif Ali,17,22,1.2941176470588236,4881
BA Stokes,30,21,0.7,4881
Babar Azam,85,80,0.9411764705882353,4881
CR Woakes,18,13,0.7222222222222222,4881
DJ Willey,11,14,1.2727272727272727,4881
EJG Morgan,65,76,1.1692307692307693,4881
Fakhar Zaman,3,0,0.0,4881
Hasan Ali,10,11,1.1,4881
